Date,Open,High,Low,Close,Adj Close,Volume
2017-03-06,35.790001,36.299999,35.389999,35.910000,31.594175,117790800
2017-03-13,35.849998,36.040001,34.660000,35.270000,31.031101,160560900
2017-03-20,35.369999,35.730000,35.000000,35.160000,30.934319,102109700
2017-03-27,35.070000,36.250000,34.939999,36.070000,31.734943,90464300
2017-04-03,36.189999,36.759998,35.990002,36.029999,31.699757,109274800
2017-04-10,36.020000,36.090000,35.209999,35.250000,31.013498,77739300
2017-04-17,35.439999,36.419998,35.299999,36.320000,31.954905,84835200
2017-04-24,36.669998,37.500000,35.880001,36.150002,31.805336,172272900
2017-05-01,36.110001,37.169998,35.939999,36.820000,32.394810,117235200
2017-05-08,36.730000,36.849998,35.400002,35.529999,31.492403,101852800
2017-05-15,35.529999,35.990002,35.020000,35.400002,31.377169,106594100
2017-05-22,35.480000,36.389999,35.380001,36.259998,32.139439,76476400
2017-05-29,36.270000,36.439999,35.799999,36.320000,32.192635,67407100
2017-06-05,36.299999,36.570000,35.310001,35.709999,31.651945,97774900
2017-06-12,35.590000,36.049999,35.009998,35.209999,31.208763,119398300
2017-06-19,35.610001,35.610001,34.090000,34.189999,30.304678,124122600
2017-06-26,34.259998,34.509998,33.340000,33.740002,29.905813,121521500
2017-07-03,33.509998,34.430000,33.430000,33.880001,30.029900,81725400
2017-07-10,33.250000,34.709999,33.230000,34.680000,30.738993,110786800
2017-07-17,34.740002,34.840000,34.250000,34.730000,30.783316,92194600
2017-07-24,34.730000,35.860001,34.380001,35.310001,31.297405,129096600
2017-07-31,35.470001,36.669998,35.320000,36.299999,32.174892,147903100
2017-08-07,36.389999,36.700001,35.790001,35.869999,32.032433,105754400
2017-08-14,36.119999,36.470001,34.990002,35.009998,31.264442,97946400
2017-08-21,35.090000,35.279999,34.380001,34.669998,30.960810,101267900
2017-08-28,34.779999,35.389999,34.459999,35.090000,31.335886,84310400
2017-09-04,35.020000,35.950001,34.930000,35.189999,31.425184,77270500
2017-09-11,35.490002,37.080002,35.139999,37.000000,33.041542,106727300
2017-09-18,37.000000,37.330002,36.660000,37.180000,33.202278,111787800
2017-09-25,37.049999,38.150002,36.849998,38.080002,34.006001,123341300
2017-10-02,38.119999,39.889999,38.080002,39.630001,35.390163,136363300
2017-10-09,39.680000,39.950001,38.980000,39.669998,35.425888,114255100
2017-10-16,39.709999,40.450001,39.369999,40.430000,36.104580,87004900
2017-10-23,40.549999,45.000000,40.400002,44.400002,39.649845,200606800
2017-10-30,44.480000,47.299999,43.880001,46.340000,41.382298,226876500
2017-11-06,46.599998,47.090000,45.380001,45.580002,40.703606,129728000
2017-11-13,45.259998,46.070000,44.619999,44.630001,40.091434,148594800
2017-11-20,44.730000,45.220001,44.430000,44.750000,40.199226,70295100
2017-11-27,44.419998,45.200001,43.529999,44.680000,40.136341,126234700
2017-12-04,45.020000,45.299999,42.669998,43.349998,38.941593,142201600
2017-12-11,43.279999,44.840000,43.020000,44.560001,40.028553,125504700
2017-12-18,45.150002,47.639999,45.040001,46.700001,41.950920,209602400
2017-12-25,46.279999,46.490002,45.950001,46.160000,41.465843,55791900
2018-01-01,46.380001,46.900002,42.689999,44.740002,40.190243,270882900
2018-01-08,44.270000,44.840000,42.439999,43.240002,38.842785,189096200
2018-01-15,43.549999,44.889999,42.889999,44.820000,40.262115,123342500
2018-01-22,44.799999,50.150002,44.790001,50.080002,44.987202,205980900
2018-01-29,49.599998,50.849998,46.099998,46.150002,41.456860,178241900
2018-02-05,46.349998,47.259998,42.040001,43.950001,39.480583,235975200
2018-02-12,44.150002,46.590000,44.040001,45.560001,41.204506,112831100
2018-02-19,45.459999,47.790001,45.389999,47.730000,43.167061,96026800
2018-02-26,48.200001,50.900002,46.959999,48.980000,44.297558,175794800
2018-03-05,48.570000,52.299999,48.040001,52.189999,47.200691,163969800
2018-03-12,51.860001,53.779999,50.500000,51.169998,46.278202,170802800
2018-03-19,50.740002,52.169998,49.360001,49.360001,44.641243,145169600
2018-03-26,50.740002,53.250000,49.009998,52.080002,47.101208,161319900
2018-04-02,51.689999,52.040001,47.290001,48.790001,44.125725,190320800
2018-04-09,49.160000,53.270000,49.160000,51.860001,46.902245,125578100
2018-04-16,52.290001,54.360001,50.880001,51.529999,46.603786,114581400
2018-04-23,51.689999,55.790001,50.599998,52.730000,47.689060,199417300
2018-04-30,52.560001,53.419998,51.000000,52.779999,47.734291,144000000
2018-05-07,52.860001,55.189999,52.799999,54.669998,49.728962,95260900
2018-05-14,54.770000,55.439999,53.470001,53.500000,48.664711,100403800
2018-05-21,54.360001,55.500000,53.840000,55.439999,50.429379,103149500
2018-05-28,55.119999,57.099998,54.810001,57.080002,51.921154,111110300
