Date,Open,High,Low,Close,Adj Close,Volume
2018-06-04,57.009998,57.599998,54.660000,55.049999,50.074619,125599500
2018-06-11,54.799999,55.860001,54.220001,55.110001,50.129200,134293200
2018-06-18,54.299999,54.529999,51.880001,52.500000,47.755093,173066000
2018-06-25,51.169998,51.750000,48.500000,49.709999,45.217247,174200500
2018-07-02,49.040001,51.500000,48.830002,51.369999,46.727211,86214900
2018-07-09,51.639999,52.480000,51.000000,52.220001,47.500397,91432100
2018-07-16,52.150002,52.320000,51.009998,51.910000,47.218418,79690100
2018-07-23,51.770000,53.299999,47.480000,47.680000,43.370724,149688200
2018-07-30,47.630001,49.779999,46.430000,49.630001,45.144485,148799200
2018-08-06,48.770000,50.599998,48.299999,48.849998,44.434971,129490300
2018-08-13,48.919998,49.240002,46.330002,47.099998,43.103683,117612100
2018-08-20,47.049999,47.889999,46.189999,47.660000,43.616173,116328700
2018-08-27,48.000000,48.860001,47.630001,48.430000,44.320847,77024600
2018-09-03,48.380001,48.430000,46.360001,46.450001,42.508846,81816500
2018-09-10,46.560001,46.759998,44.060001,45.540001,41.676044,125412200
2018-09-17,45.290001,47.419998,45.189999,46.660000,42.701019,128700100
2018-09-24,46.310001,47.750000,45.459999,47.290001,43.277565,126833600
2018-10-01,46.790001,49.720001,46.200001,47.029999,43.039631,164138900
2018-10-08,46.959999,47.619999,43.730000,44.880001,41.072052,161508200
2018-10-15,44.630001,46.330002,43.860001,44.000000,40.266716,121236700
2018-10-22,44.500000,46.439999,42.360001,45.689999,41.813316,222266600
2018-10-29,46.500000,48.560001,44.439999,47.110001,43.112839,172171600
2018-11-05,47.340000,49.290001,46.919998,48.110001,44.027988,125847100
2018-11-12,47.709999,49.049999,46.599998,48.830002,44.968128,140613000
2018-11-19,48.610001,49.150002,46.520000,46.540001,42.859238,83978100
2018-11-26,47.270000,49.320000,46.590000,49.310001,45.410168,143253400
2018-12-03,50.000000,50.500000,46.230000,46.240002,42.582973,131946200
2018-12-10,46.279999,48.759998,46.009998,47.860001,44.074848,124343100
2018-12-17,47.860001,48.450001,44.799999,44.840000,41.293690,185849800
2018-12-24,44.630001,47.740002,43.509998,46.750000,43.052628,102648600
2018-12-31,47.090000,47.570000,44.389999,47.220001,43.485462,106979600
2019-01-07,47.099998,49.290001,46.750000,48.930000,45.060223,116994400
2019-01-14,48.459999,49.380001,47.910000,49.189999,45.299652,108055700
2019-01-21,48.959999,50.040001,45.750000,47.040001,43.319695,181935400
2019-01-28,46.130001,49.049999,46.049999,48.730000,44.876038,164342900
2019-02-04,48.619999,50.720001,48.009998,48.840000,44.977333,120871500
2019-02-11,49.020000,51.669998,48.580002,51.660000,47.875874,93832800
2019-02-18,51.349998,52.980000,51.060001,52.490002,48.645069,85315700
2019-02-25,53.060001,53.680000,52.509998,53.299999,49.395733,91132400
2019-03-04,53.750000,54.099998,51.700001,52.480000,48.635803,92101200
2019-03-11,52.880001,54.689999,52.570000,54.330002,50.350288,138427000
2019-03-18,54.419998,54.990002,53.209999,53.259998,49.358658,99439700
2019-03-25,52.970001,54.040001,52.380001,53.700001,49.766438,86695700
2019-04-01,54.340000,56.139999,54.099998,55.599998,51.527256,91876600
2019-04-08,55.279999,56.490002,54.900002,56.419998,52.287197,61938500
2019-04-15,56.459999,59.590000,55.919998,58.490002,54.205563,101231400
2019-04-22,58.150002,59.290001,51.520000,52.430000,48.589466,148105500
2019-04-29,52.169998,52.430000,50.119999,51.750000,47.959270,138052800
2019-05-06,50.250000,51.279999,45.099998,46.200001,42.815811,194936000
2019-05-13,45.330002,45.950001,44.700001,44.889999,41.856552,129661400
2019-05-20,44.000000,45.049999,42.860001,44.570000,41.558182,134102900
2019-05-27,44.660000,45.029999,43.299999,44.040001,41.063995,110381600
2019-06-03,44.250000,46.119999,43.200001,46.029999,42.919514,123499100
2019-06-10,46.230000,47.320000,45.549999,46.189999,43.068707,82770900
2019-06-17,46.139999,48.049999,45.799999,47.459999,44.252888,107035100
2019-06-24,47.400002,48.480000,46.799999,47.869999,44.635178,102740900
2019-07-01,49.290001,49.450001,47.439999,48.080002,44.830997,67883200
2019-07-08,47.619999,49.930000,47.070000,49.919998,46.546650,87213600
2019-07-15,50.000000,50.660000,48.889999,50.270000,46.873001,88217800
2019-07-22,50.009998,53.500000,49.889999,51.590000,48.103794,125164800
2019-07-29,51.529999,52.560001,48.500000,48.680000,45.390450,124457400
2019-08-05,47.759998,47.959999,45.779999,45.980000,42.872898,150115800
2019-08-12,45.759998,47.049999,45.360001,46.500000,43.650501,117701800
2019-08-19,47.459999,47.599998,44.799999,44.959999,42.204865,113028900
2019-08-26,45.820000,47.790001,45.250000,47.410000,44.504734,88621200
2019-09-02,47.119999,51.169998,46.500000,50.919998,47.799637,85536600
2019-09-09,51.060001,53.330002,50.830002,52.540001,49.320366,99570100
2019-09-16,51.900002,52.290001,50.560001,50.720001,47.611897,96398800
2019-09-23,50.830002,51.230000,49.419998,50.779999,47.668213,92798200
2019-09-30,51.189999,52.240002,48.529999,50.919998,47.799637,81108900
2019-10-07,50.700001,52.790001,49.610001,52.090000,48.897938,79305800
2019-10-14,51.900002,53.070000,51.029999,51.360001,48.212669,82172200
2019-10-21,51.520000,56.610001,51.200001,56.459999,53.000149,124371500
2019-10-28,56.380001,57.240002,55.619999,56.509998,53.047089,102914500
2019-11-04,56.930000,58.549999,56.849998,58.270000,54.699230,86506100
2019-11-11,57.970001,58.799999,57.349998,57.959999,54.707676,66745200
2019-11-18,57.700001,58.650002,57.369999,57.610001,54.377312,83530900
2019-11-25,58.000000,59.130001,57.790001,58.049999,54.792625,65015700
2019-12-02,58.549999,58.689999,55.750000,56.810001,53.622208,97923800
2019-12-09,56.540001,58.340000,56.439999,57.790001,54.547207,101186100
2019-12-16,58.209999,59.049999,56.939999,58.950001,55.642128,137863400
2019-12-23,59.060001,60.480000,59.040001,60.080002,56.708717,55472300
2019-12-30,59.990002,60.970001,59.360001,60.099998,56.727589,60533300
2020-01-06,59.590000,60.200001,58.520000,58.939999,55.632687,96778700
2020-01-13,59.169998,60.000000,58.750000,59.599998,56.255650,95172200
2020-01-20,59.810001,69.290001,59.790001,68.470001,64.627922,185323300
2020-01-27,66.720001,68.059998,63.669998,63.930000,60.342674,123526000
2020-02-03,64.459999,67.599998,64.300003,66.019997,62.315399,96561400
2020-02-10,65.559998,68.089996,65.440002,67.269997,63.807941,80869700
2020-02-17,66.660004,67.290001,64.040001,64.339996,61.028736,73538100
2020-02-24,61.610001,62.770000,53.599998,55.520000,52.662666,190537500
2020-03-02,55.790001,59.020000,54.520000,55.770000,52.899799,187462100
2020-03-09,51.919998,55.000000,45.369999,54.430000,51.628761,230796300
2020-03-16,47.509998,52.250000,43.630001,45.830002,43.471359,252156000
2020-03-23,46.020000,55.950001,45.910000,52.369999,49.674782,210917700
2020-03-30,52.990002,56.099998,51.220001,54.130001,51.344196,161006000
2020-04-06,56.630001,61.490002,56.060001,57.139999,54.199284,140952600
2020-04-13,56.570000,62.130001,56.570000,60.360001,57.253567,123586600
2020-04-20,59.279999,60.500000,55.930000,59.259998,56.210182,160297700
2020-04-27,59.720001,62.029999,57.310001,57.470001,54.512302,132613100
2020-05-04,57.119999,60.099998,56.310001,59.669998,56.599079,89176000
2020-05-11,59.740002,60.840000,56.099998,58.279999,55.592884,99447000
2020-05-18,59.740002,63.799999,59.360001,62.259998,59.389378,107968400
2020-05-25,63.680000,64.139999,61.070000,62.930000,60.028492,91467300
2020-06-01,62.490002,65.110001,60.830002,64.339996,61.373474,100580600
2020-06-08,63.970001,64.290001,58.119999,59.330002,56.594475,123926100
2020-06-15,59.330002,61.650002,58.580002,59.619999,56.871105,158568900
2020-06-22,59.730000,60.549999,57.070000,57.500000,54.848850,133804500
2020-06-29,57.470001,60.029999,56.759998,59.130001,56.403698,84019100
2020-07-06,58.720001,59.689999,57.700001,59.529999,56.785255,88237100
2020-07-13,59.840000,60.619999,57.349998,60.000000,57.233582,92008800
2020-07-20,60.080002,61.930000,49.500000,50.590000,48.257450,281420800
2020-07-27,51.029999,51.139999,46.970001,47.730000,45.529312,316661100
2020-08-03,48.270000,49.720001,47.700001,48.029999,45.815479,150812200
2020-08-10,48.200001,49.730000,48.060001,48.889999,46.952557,150546200
2020-08-17,49.110001,50.200001,48.250000,49.279999,47.327099,156747500
2020-08-24,49.259998,50.799999,48.820000,50.430000,48.431534,163101500
2020-08-31,51.000000,52.680000,49.490002,50.080002,48.095402,220300300
2020-09-07,49.259998,50.090000,48.709999,49.279999,47.327099,135172700
2020-09-14,48.849998,51.029999,48.849998,49.889999,47.912930,158425600
2020-09-21,49.389999,50.279999,48.419998,49.939999,47.960949,135723600
2020-09-28,50.509998,52.720001,50.160000,51.009998,48.988544,124861100
2020-10-05,51.299999,53.849998,51.230000,52.820000,50.726814,115218100
2020-10-12,53.549999,54.700001,52.619999,54.160000,52.013714,110870800
2020-10-19,54.470001,56.230000,47.660000,48.200001,46.289906,231473300
2020-10-26,47.849998,47.860001,43.610001,44.279999,42.525242,232935900
2020-11-02,44.959999,46.380001,44.240002,45.389999,43.591259,170291300
2020-11-09,46.639999,47.349998,44.549999,45.459999,43.976036,192969100
2020-11-16,46.040001,46.750000,44.700001,45.389999,43.908318,153910600
2020-11-23,45.480000,48.099998,45.450001,47.450001,45.901073,113439100
2020-11-30,47.419998,52.650002,47.270000,51.990002,50.292873,227883100
2020-12-07,51.000000,51.290001,49.119999,49.730000,48.106647,177170000
2020-12-14,49.820000,51.459999,47.110001,47.459999,45.910748,232950400
2020-12-21,46.320000,47.090000,45.240002,47.070000,45.533478,120376700
2020-12-28,47.189999,50.669998,46.490002,49.820000,48.193707,171762800
2021-01-04,49.889999,52.689999,49.330002,51.650002,49.963974,174496400
2021-01-11,51.290001,60.250000,51.250000,57.580002,55.700397,321825900
2021-01-18,57.939999,63.950001,56.650002,56.660000,54.810429,236597200
2021-01-25,56.380001,57.400002,53.299999,55.509998,53.697964,229636100
2021-02-01,55.950001,59.080002,55.709999,58.180000,56.280807,125687100
2021-02-08,58.380001,62.509998,57.939999,61.810001,60.155251,133190800
2021-02-15,62.000000,63.259998,60.639999,63.009998,61.323124,93517900
2021-02-22,61.880001,63.540001,59.169998,60.779999,59.152824,158943500
2021-03-01,61.720001,63.139999,57.910000,60.740002,59.113899,160277900
2021-03-08,60.470001,64.120003,59.720001,62.900002,61.216068,147535000
2021-03-15,63.610001,66.290001,62.480000,63.759998,62.053047,168874600
2021-03-22,64.820000,67.440002,60.980000,64.870003,63.133331,214232000
2021-03-29,64.010002,65.129997,63.150002,64.550003,62.821903,111300600
2021-04-05,64.949997,68.400002,64.699997,68.260002,66.432587,123913500
2021-04-12,68.199997,68.489998,63.680000,64.750000,63.016541,153410500
2021-04-19,64.699997,64.739998,57.900002,59.240002,57.654053,183971100
2021-04-26,59.099998,59.520000,57.070000,57.529999,55.989834,162223400
2021-05-03,57.860001,58.009998,55.810001,57.669998,56.126083,124095500
2021-05-10,57.150002,57.230000,53.419998,55.349998,54.199974,158597700
2021-05-17,55.290001,56.709999,53.840000,56.080002,54.914810,103351600
2021-05-24,56.650002,57.880001,56.400002,57.119999,55.933197,109339400
2021-05-31,57.610001,57.820000,56.090000,57.369999,56.178005,82135100
2021-06-07,57.410000,58.029999,56.599998,57.849998,56.648029,109381500
2021-06-14,58.020000,58.419998,55.099998,55.669998,54.513325,141087800
2021-06-21,55.750000,56.410000,55.230000,55.910000,54.748341,100536200
2021-06-28,56.360001,57.830002,55.389999,56.759998,55.580681,120823500
2021-07-05,56.919998,57.009998,54.790001,55.990002,54.826679,78914000
2021-07-12,56.259998,57.459999,54.900002,54.970001,53.827869,91553200
2021-07-19,54.410000,56.540001,52.320000,53.000000,51.898804,169805200
2021-07-26,52.810001,54.540001,52.310001,53.720001,52.603844,134584600
2021-08-02,53.990002,54.470001,53.259998,53.919998,52.799683,86649300
2021-08-09,54.080002,54.410000,53.060001,53.490002,52.718994,79823600
2021-08-16,53.230000,53.490002,51.419998,52.009998,51.260326,103486200
2021-08-23,52.590000,54.230000,52.480000,53.889999,53.113228,95464900
2021-08-30,54.259998,54.869999,53.320000,53.509998,52.738705,84872100
2021-09-06,53.570000,54.980000,52.990002,53.840000,53.063950,65952900
2021-09-13,54.610001,55.490002,53.669998,54.259998,53.477894,118730400
2021-09-20,53.209999,54.419998,52.320000,54.220001,53.438473,101065400
2021-09-27,53.939999,54.869999,53.049999,53.860001,53.083664,99519800
2021-10-04,53.930000,54.990002,53.070000,53.810001,53.034382,102310800
2021-10-11,53.810001,54.490002,51.869999,54.459999,53.675011,117526800
2021-10-18,54.189999,56.070000,49.139999,49.459999,48.747082,206013600
2021-10-25,49.830002,50.070000,47.869999,49.000000,48.293713,226238600
2021-11-01,49.400002,51.580002,49.000000,50.919998,50.186035,140768300
2021-11-08,51.459999,51.990002,50.180000,50.310001,49.929653,128489400
2021-11-15,50.410000,51.150002,48.970001,49.520000,49.145626,137436300
2021-11-22,49.549999,50.849998,48.119999,48.779999,48.411217,129407700
2021-11-29,49.299999,50.400002,48.330002,49.250000,48.877666,185495900
2021-12-06,49.480000,55.000000,49.180000,50.590000,50.207535,224674800
2021-12-13,50.849998,51.400002,49.320000,50.619999,50.237309,185672200
2021-12-20,49.910000,51.730000,48.959999,51.310001,50.922092,110602700
2021-12-27,51.349998,52.160000,51.299999,51.500000,51.110657,89129000
2022-01-03,51.650002,56.169998,51.599998,53.439999,53.035988,205108800
2022-01-10,53.970001,56.279999,53.310001,55.700001,55.278904,177939500
2022-01-17,55.310001,55.650002,51.939999,52.040001,51.646576,140863900
2022-01-24,51.480000,52.720001,46.299999,47.730000,47.369156,314777400
2022-01-31,47.680000,49.689999,47.130001,48.009998,47.647038,199739500
2022-02-07,48.130001,49.970001,47.500000,47.630001,47.630001,160776500
2022-02-14,47.919998,48.490002,44.509998,45.040001,45.040001,198868400
2022-02-21,44.689999,47.790001,43.630001,47.709999,47.709999,207276400
2022-02-28,47.000000,48.990002,46.220001,48.070000,48.070000,217410100
